,2_pointers,2_pointers_attempted,2pt_percentage,3_pointers,3_pointers_attempted,3pt_percentage,age,assists,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,field_goals_attempted,free_throw_percentage,free_throws,free_throws_attempted,games,games_start,minutes_played,name,offensive_rebounds,personal_fouls,points,position,season,steals,team,total_rebounds,turnovers
561,2.5,4.6,.542,0.1,0.1,.667,25,0.9,0.6,3.3,.551,.545,2.6,4.7,.718,1.8,2.6,33,0,19.0,Cody Zeller,2.0,2.5,7.1,C,2017-18,0.4,CHO,5.4,1.0
562,3.8,6.6,.570,0.1,0.4,.273,26,2.1,0.8,4.6,.559,.551,3.9,7.0,.787,2.3,2.9,49,47,25.4,Cody Zeller,2.2,3.3,10.1,C,2018-19,0.8,CHO,6.8,1.3
563,3.4,7.4,.453,1.8,5.3,.333,28,5.9,0.4,5.6,.472,.403,5.1,12.7,.856,3.2,3.7,77,77,34.0,Nicolas Batum,0.6,1.4,15.1,SG,2016-17,1.1,CHO,6.2,2.5
564,2.8,5.9,.473,1.4,4.3,.336,29,5.5,0.4,3.9,.486,.415,4.2,10.2,.831,1.7,2.0,64,64,31.0,Nicolas Batum,0.9,1.1,11.6,SG,2017-18,1.0,CHO,4.8,2.0
565,1.8,3.5,.519,1.5,4.0,.389,30,3.3,0.6,4.3,.553,.450,3.4,7.5,.865,1.0,1.2,75,72,31.4,Nicolas Batum,0.9,1.9,9.3,SF,2018-19,0.9,CHO,5.2,1.6
566,2.2,4.2,.528,0.0,0.0,0,24,0.9,1.1,5.1,.528,.528,2.2,4.2,.534,1.5,2.9,81,27,22.1,Bismack Biyombo,1.9,2.5,6.0,C,2016-17,0.3,ORL,7.0,1.2
567,2.2,4.3,.521,0.0,0.0,0,25,0.8,1.2,4.0,.520,.520,2.2,4.3,.650,1.2,1.9,82,25,18.2,Bismack Biyombo,1.8,1.9,5.7,C,2017-18,0.3,ORL,5.7,1.0
568,1.6,2.9,.571,0.0,0.0,0,26,0.6,0.8,3.1,.571,.571,1.6,2.9,.637,1.1,1.7,54,32,14.5,Bismack Biyombo,1.5,1.9,4.4,C,2018-19,0.2,CHO,4.6,0.6
569,2.3,4.6,.494,1.6,4.7,.350,30,1.4,0.7,5.4,.510,.422,3.9,9.3,.873,1.7,2.0,76,76,30.2,Marvin Williams,1.2,1.8,11.2,PF,2016-17,0.8,CHO,6.6,0.8
570,1.7,3.3,.512,1.6,3.9,.413,31,1.2,0.5,3.8,.570,.458,3.3,7.2,.829,1.3,1.6,78,78,25.7,Marvin Williams,0.9,1.5,9.5,PF,2017-18,0.7,CHO,4.7,0.8
571,1.8,3.6,.500,1.9,5.1,.366,32,1.2,0.8,4.4,.529,.422,3.7,8.7,.767,0.9,1.1,75,75,28.4,Marvin Williams,1.0,2.1,10.1,PF,2018-19,0.9,CHO,5.4,0.6
572,3.4,6.3,.538,0.1,0.2,.267,22,1.3,0.5,4.6,.533,.529,3.4,6.5,.728,1.3,1.7,72,22,18.4,Willy Hernangómez,2.4,2.1,8.2,C,2016-17,0.6,NYK,7.0,1.4
573,1.8,3.2,.566,0.1,0.3,.417,23,0.7,0.3,2.5,.570,.555,1.9,3.4,.656,1.2,1.9,48,1,10.3,Willy Hernangómez,1.3,1.3,5.1,C,2017-18,0.4,traded,3.8,0.7
574,2.4,4.4,.539,0.3,0.7,.385,24,1.0,0.3,3.3,.544,.519,2.6,5.1,.694,1.7,2.5,58,3,14.0,Willy Hernangómez,2.0,1.7,7.3,C,2018-19,0.3,CHO,5.4,1.0
575,1.1,2.9,.385,1.3,3.9,.342,19,1.4,0.1,0.9,.458,.360,2.4,6.7,.842,0.5,0.6,63,0,13.6,Malik Monk,0.1,1.0,6.7,SG,2017-18,0.3,CHO,1.0,0.8
576,1.6,3.5,.461,1.5,4.5,.330,20,1.6,0.3,1.7,.480,.387,3.1,8.0,.882,1.2,1.4,73,0,17.2,Malik Monk,0.2,1.5,8.9,SG,2018-19,0.5,CHO,1.9,1.2
577,1.2,2.8,.409,0.2,0.8,.256,22,0.7,0.0,2.3,.404,.375,1.4,3.6,.800,0.4,0.5,53,6,13.5,Dwayne Bacon,0.1,0.9,3.3,SG,2017-18,0.3,CHO,2.3,0.4
578,2.0,4.0,.494,0.9,2.0,.437,23,1.1,0.1,1.9,.549,.475,2.8,6.0,.739,0.8,1.1,43,13,17.7,Dwayne Bacon,0.2,1.7,7.3,SG,2018-19,0.3,CHO,2.1,0.4
579,2.2,3.9,.553,0.8,2.5,.325,20,1.2,0.6,3.2,.527,.464,3.0,6.4,.753,0.7,1.0,80,25,21.2,Miles Bridges,0.8,1.4,7.5,SF,2018-19,0.7,CHO,4.0,0.6
580,0.9,2.1,.421,0.7,2.6,.281,23,2.6,0.0,1.2,.421,.343,1.6,4.7,.761,0.8,1.0,46,3,14.7,Devonte' Graham,0.2,1.0,4.7,PG,2018-19,0.5,CHO,1.4,0.7
581,1.3,3.1,.405,0.8,2.4,.318,22,1.8,0.1,2.5,.437,.367,2.0,5.6,.773,0.7,0.9,74,0,17.1,Terry Rozier,0.5,0.9,5.5,PG,2016-17,0.6,BOS,3.1,0.6
582,2.0,5.0,.410,1.9,5.0,.381,23,2.9,0.2,3.9,.491,.395,4.0,10.0,.772,1.4,1.9,80,16,25.9,Terry Rozier,0.8,1.5,11.3,PG,2017-18,1.0,BOS,4.7,1.0
583,1.8,4.2,.422,1.5,4.3,.353,24,2.9,0.3,3.5,.477,.387,3.3,8.4,.785,0.9,1.2,79,14,22.7,Terry Rozier,0.4,1.3,9.0,PG,2018-19,0.9,BOS,3.9,0.9
584,2.8,5.6,.501,1.1,2.8,.370,27,2.2,0.4,1.6,.519,.457,3.9,8.5,.770,0.8,1.0,73,22,24.9,E'Twaun Moore,0.5,1.8,9.6,SG,2016-17,0.7,NOP,2.1,0.8
585,3.6,6.5,.556,1.6,3.7,.425,28,2.3,0.1,2.2,.585,.508,5.2,10.1,.706,0.6,0.8,82,80,31.5,E'Twaun Moore,0.7,2.2,12.5,SG,2017-18,1.0,NOP,2.9,1.2
586,3.4,6.7,.506,1.4,3.3,.432,29,1.9,0.2,1.7,.553,.481,4.8,10.0,.763,0.8,1.1,53,36,27.6,E'Twaun Moore,0.7,2.1,11.9,SG,2018-19,0.8,NOP,2.4,1.1
587,2.8,6.3,.443,0.7,2.4,.294,19,2.1,0.5,3.2,.442,.402,3.5,8.7,.621,1.7,2.7,79,40,28.8,Brandon Ingram,0.8,2.0,9.4,SF,2016-17,0.6,LAL,4.0,1.5
588,5.4,11.1,.483,0.7,1.8,.390,20,3.9,0.7,4.4,.497,.470,6.1,12.9,.681,3.3,4.8,59,59,33.5,Brandon Ingram,1.0,2.8,16.1,SF,2017-18,0.8,LAL,5.3,2.5
589,6.4,12.2,.521,0.6,1.8,.330,21,3.0,0.6,4.3,.518,.497,7.0,14.0,.675,3.8,5.6,52,52,33.8,Brandon Ingram,0.8,2.9,18.3,SF,2018-19,0.5,LAL,5.1,2.5
590,2.2,5.2,.420,1.7,5.7,.305,20,7.2,0.8,5.6,.440,.360,3.9,10.8,.451,0.6,1.4,52,50,34.2,Lonzo Ball,1.3,2.3,10.2,PG,2017-18,1.7,LAL,6.9,2.6
591,2.3,4.9,.482,1.6,4.9,.329,21,5.4,0.4,4.2,.488,.406,3.9,9.7,.417,0.4,1.0,47,45,30.3,Lonzo Ball,1.1,2.4,9.9,PG,2018-19,1.5,LAL,5.3,2.2
592,1.6,2.8,.551,1.2,3.1,.396,22,1.3,0.3,3.5,.573,.469,2.8,6.0,.702,1.0,1.5,63,23,23.2,Josh Hart,0.7,1.7,7.9,SG,2017-18,0.7,LAL,4.2,0.7
593,1.4,2.8,.511,1.4,4.1,.336,23,1.4,0.6,3.2,.506,.407,2.8,6.9,.688,0.8,1.2,67,22,25.6,Josh Hart,0.5,2.2,7.8,SG,2018-19,1.0,LAL,3.7,0.9
594,4.6,9.1,.498,1.5,4.2,.356,26,7.3,0.7,3.3,.510,.454,6.0,13.3,.708,1.8,2.5,67,61,32.7,Jrue Holiday,0.7,2.0,15.4,PG,2016-17,1.5,NOP,3.9,2.9
595,6.1,11.0,.557,1.5,4.4,.337,27,6.0,0.8,3.7,.543,.494,7.6,15.4,.786,2.3,2.9,81,81,36.1,Jrue Holiday,0.8,2.5,19.0,SG,2017-18,1.5,NOP,4.5,2.6
596,6.4,11.9,.539,1.8,5.4,.325,28,7.7,0.8,3.9,.523,.472,8.2,17.3,.768,3.1,4.0,67,67,35.9,Jrue Holiday,1.1,2.2,21.2,SG,2018-19,1.6,NOP,5.0,3.1
597,2.3,4.6,.507,0.9,2.8,.314,20,1.1,0.0,1.8,.493,.434,3.2,7.3,.740,0.9,1.2,61,16,19.2,Frank Jackson,0.4,1.5,8.1,PG,2018-19,0.4,NOP,2.2,0.8
598,4.0,8.1,.491,0.1,0.2,.300,25,1.1,0.8,4.3,.490,.487,4.1,8.3,.615,1.3,2.2,50,39,23.7,Derrick Favors,1.8,2.1,9.5,PF,2016-17,0.9,UTA,6.1,1.2
599,4.9,8.3,.596,0.2,0.8,.222,26,1.3,1.1,4.6,.573,.563,5.1,9.1,.651,1.8,2.8,77,77,28.0,Derrick Favors,2.6,2.1,12.3,C,2017-18,0.7,UTA,7.2,1.1
600,4.6,7.1,.640,0.2,1.0,.218,27,1.2,1.4,4.6,.600,.586,4.8,8.1,.675,2.0,3.0,76,70,23.2,Derrick Favors,2.7,2.1,11.8,C,2018-19,0.7,UTA,7.4,1.1
601,1.2,2.7,.447,1.1,3.4,.333,24,1.8,0.4,3.6,.477,.384,2.3,6.1,.684,0.3,0.4,46,29,23.5,Kenrich Williams,1.2,2.1,6.1,SF,2018-19,1.0,NOP,4.8,0.8
602,4.8,9.4,.514,0.0,0.0,0,21,1.2,1.0,3.2,.514,.514,4.8,9.4,.671,2.1,3.2,50,33,22.7,Jahlil Okafor,1.6,2.4,11.8,C,2016-17,0.4,PHI,4.8,1.8
603,2.7,4.8,.567,0.0,0.1,.250,22,0.4,0.6,2.3,.562,.558,2.8,4.9,.724,0.8,1.0,28,0,12.6,Jahlil Okafor,0.8,1.8,6.3,C,2017-18,0.1,traded,3.0,0.8
604,3.6,6.1,.591,0.0,0.1,.200,23,0.7,0.7,3.3,.587,.586,3.6,6.1,.663,1.0,1.5,59,24,15.8,Jahlil Okafor,1.4,1.6,8.2,C,2018-19,0.3,NOP,4.7,0.9
605,2.5,5.4,.462,2.6,6.0,.429,32,1.4,0.2,2.1,.558,.445,5.1,11.4,.891,2.3,2.6,78,78,28.2,J.J. Redick,0.1,1.6,15.0,SG,2016-17,0.7,LAC,2.2,1.3
606,3.0,6.0,.504,2.8,6.6,.420,33,3.0,0.1,2.4,.569,.460,5.8,12.6,.904,2.8,3.1,70,70,30.2,J.J. Redick,0.1,1.8,17.1,SG,2017-18,0.5,PHI,2.5,1.5
607,2.8,5.6,.502,3.2,8.0,.397,34,2.7,0.2,2.2,.557,.440,5.9,13.5,.894,3.0,3.4,76,63,31.3,J.J. Redick,0.3,1.7,18.1,SG,2018-19,0.4,PHI,2.4,1.3
